typeId	buyWeightedAverage	buyMax	buyMin	buyStddev	buyMedian	buyVolume	buyOrderCount	buyPercentile	sellWeightedAverage	sellMax	sellMin	sellStddev	sellMedian	sellVolume	sellOrderCount	sellPercentile
442	581.0560853	1,069.00 ISK	215.23 ISK	370.78 ISK	915.04 ISK	15054	10	1,018.55 ISK	15,964.81 ISK	146,466.77 ISK	4,483.41 ISK	34,146.22 ISK	5,922.03 ISK	18868	39	4,486.31 ISK
443	2267.198466	2,275.00 ISK	2,204.00 ISK	31.22 ISK	2,257.00 ISK	1043	4	2,275.00 ISK	14,496.79 ISK	19,000.00 ISK	3,575.00 ISK	5,793.97 ISK	7,399.00 ISK	12339	22	3,608.61 ISK
444	990.5040137	1,012.00 ISK	520.00 ISK	238.63 ISK	971.00 ISK	35286	9	1,011.44 ISK	17,901.32 ISK	75,000.00 ISK	3,387.00 ISK	17,080.31 ISK	4,900.00 ISK	17871	37	3,421.04 ISK
447	84208.27834	90,070.00 ISK	3,250.00 ISK	30,935.24 ISK	38,000.00 ISK	9622	14	90,070.00 ISK	110,034.68 ISK	150,000,000.00 ISK	102,700.00 ISK	26,497,064.67 ISK	108,150.00 ISK	20982	32	102,886.85 ISK
448	1252381.676	1,344,000.00 ISK	317,500.00 ISK	333,146.77 ISK	1,281,000.00 ISK	4411	28	1,344,000.00 ISK	1,580,397.64 ISK	150,000,000.00 ISK	1,422,000.00 ISK	37,159,212.33 ISK	1,470,500.00 ISK	4670	36	1,423,839.40 ISK
450	884.4264168	901.10 ISK	575.10 ISK	133.16 ISK	802.00 ISK	11487	6	901.10 ISK	28,746.06 ISK	90,000.00 ISK	22,890.00 ISK	24,069.55 ISK	23,790.00 ISK	1549	14	22,895.22 ISK
451	6818.221348	7,084.00 ISK	395.00 ISK	2,726.40 ISK	7,077.50 ISK	3176	6	7,084.00 ISK	82,192.21 ISK	199,900.00 ISK	77,970.00 ISK	37,784.25 ISK	79,495.00 ISK	429	10	77,975.34 ISK
452	16576.80395	20,310.00 ISK	475.00 ISK	11,448.86 ISK	20,300.00 ISK	607	3	20,302.31 ISK	453,143.43 ISK	2,031,000.00 ISK	40,000.00 ISK	800,340.26 ISK	74,995.00 ISK	169	6	70,840.36 ISK
453	33814.52449	47,000.00 ISK	1,800.00 ISK	12,878.60 ISK	17,800.00 ISK	10189	17	47,000.00 ISK	74,550.32 ISK	99,780.00 ISK	67,960.00 ISK	14,222.52 ISK	67,980.00 ISK	659	5	67,968.18 ISK
454	10219.10458	10,510.00 ISK	10,060.00 ISK	243.38 ISK	10,305.00 ISK	5504	5	10,510.00 ISK	62,769.37 ISK	79,580.00 ISK	48,000.00 ISK	14,287.33 ISK	50,020.00 ISK	18440	7	48,437.77 ISK
455	18243.93939	18,250.00 ISK	18,240.00 ISK	7.07 ISK	18,245.00 ISK	66	2	18,250.00 ISK	76,149.79 ISK	279,800.00 ISK	28,690.00 ISK	64,790.64 ISK	52,730.00 ISK	6667	13	28,853.21 ISK
456	55016.18887	55,140.00 ISK	54,000.00 ISK	524.43 ISK	54,725.00 ISK	740	5	55,140.00 ISK	122,725.20 ISK	125,000.00 ISK	90,000.00 ISK	13,898.74 ISK	123,850.00 ISK	1873	6	90,000.00 ISK
457	91292.62069	91,330.00 ISK	91,190.00 ISK	54.04 ISK	91,270.00 ISK	661	6	91,330.00 ISK	228,350.27 ISK	232,300.00 ISK	219,600.00 ISK	5,409.50 ISK	224,850.00 ISK	929	12	219,697.85 ISK
458	99215.03695	99,540.00 ISK	95,860.00 ISK	1,299.97 ISK	99,235.00 ISK	2550	9	99,536.57 ISK	347,245.49 ISK	650,000.00 ISK	309,500.00 ISK	126,488.98 ISK	320,000.00 ISK	4416	29	313,652.08 ISK
459	226155.8824	226,300.00 ISK	226,100.00 ISK	100.00 ISK	226,200.00 ISK	68	3	226,300.00 ISK	604,160.68 ISK	897,700.00 ISK	493,400.00 ISK	141,049.67 ISK	496,000.00 ISK	740	9	493,400.00 ISK
460	53914.096	54,060.00 ISK	52,480.00 ISK	716.00 ISK	54,000.00 ISK	1450	6	54,060.00 ISK	879,948.85 ISK	956,800.00 ISK	828,800.00 ISK	61,035.04 ISK	839,000.00 ISK	651	14	828,853.92 ISK
461	13637.77816	16,170.00 ISK	1,403.00 ISK	4,604.72 ISK	12,880.00 ISK	1965	10	16,166.01 ISK	1,218,247.19 ISK	1,230,000.00 ISK	1,099,000.00 ISK	75,345.87 ISK	1,100,000.00 ISK	89	3	1,099,000.00 ISK
462	955808.5837	1,523,000.00 ISK	191,600.00 ISK	590,270.63 ISK	1,507,000.00 ISK	233	5	1,523,000.00 ISK	2,402,298.38 ISK	29,170,000.00 ISK	2,148,000.00 ISK	5,850,167.87 ISK	2,265,000.00 ISK	1669	21	2,149,490.11 ISK
463	671128.8945	702,100.00 ISK	503,100.00 ISK	93,016.26 ISK	692,700.00 ISK	489	13	702,050.25 ISK	2,866,666.67 ISK	2,900,000.00 ISK	2,850,000.00 ISK	35,355.34 ISK	2,875,000.00 ISK	3	2	2,850,000.00 ISK
464	1302811.688	1,705,000.00 ISK	106,000.00 ISK	650,449.90 ISK	1,699,500.00 ISK	409	8	1,704,649.35 ISK	4,277,720.09 ISK	6,620,000.00 ISK	4,163,000.00 ISK	555,553.34 ISK	4,261,000.00 ISK	468	19	4,163,358.97 ISK
482	495125.9683	502,548.32 ISK	290,973.16 ISK	76,610.33 ISK	499,894.31 ISK	3887	19	502,506.25 ISK	834,289.04 ISK	51,986,882.13 ISK	596,020.31 ISK	5,929,841.50 ISK	817,627.69 ISK	9468	76	599,750.32 ISK
483	3945.577025	5,059.27 ISK	1,530.84 ISK	1,408.41 ISK	3,348.88 ISK	55103	30	5,057.53 ISK	21,367.78 ISK	996,733,261.34 ISK	18,458.66 ISK	241,527,127.60 ISK	22,973.87 ISK	2755	18	18,458.69 ISK
484	5644.106263	5,739.00 ISK	4,515.00 ISK	638.64 ISK	5,218.00 ISK	14660	7	5,738.03 ISK	44,223.09 ISK	189,900,000.00 ISK	31,930.00 ISK	34,656,926.06 ISK	35,625.00 ISK	9691	30	31,930.00 ISK
485	9009.002642	9,130.00 ISK	1,017.00 ISK	3,587.93 ISK	9,006.00 ISK	8912	6	9,130.00 ISK	38,662.81 ISK	38,900.00 ISK	37,960.00 ISK	392.41 ISK	38,685.00 ISK	1368	10	37,977.87 ISK
486	8727.81966	13,760.00 ISK	2,787.00 ISK	3,732.83 ISK	8,516.50 ISK	6997	17	13,760.00 ISK	49,654.72 ISK	57,050.00 ISK	27,000.00 ISK	11,921.08 ISK	29,180.00 ISK	9151	9	27,000.00 ISK
487	14807.73872	15,080.00 ISK	11,770.00 ISK	1,797.53 ISK	11,820.00 ISK	8429	7	15,080.00 ISK	49,532.23 ISK	120,000.00 ISK	27,660.00 ISK	29,203.02 ISK	37,470.00 ISK	5565	27	27,940.04 ISK
488	28066.60202	30,900.00 ISK	15,000.00 ISK	6,755.41 ISK	30,120.00 ISK	4036	7	30,900.00 ISK	50,062.99 ISK	200,000.00 ISK	44,000.00 ISK	45,883.68 ISK	45,000.00 ISK	3493	11	44,000.00 ISK
489	22583.69565	25,000.00 ISK	20,060.00 ISK	3,493.11 ISK	22,530.00 ISK	184	2	25,000.00 ISK	71,598.03 ISK	120,000.00 ISK	57,000.00 ISK	20,972.55 ISK	67,485.00 ISK	2289	8	57,620.45 ISK
490	57641.48574	70,000.00 ISK	44,480.00 ISK	8,865.89 ISK	53,320.00 ISK	2340	13	70,000.00 ISK	375,450.19 ISK	500,000.00 ISK	162,100.00 ISK	136,320.56 ISK	399,000.00 ISK	1028	21	162,100.78 ISK
491	96263.55848	103,800.00 ISK	71,830.00 ISK	12,086.06 ISK	102,000.00 ISK	1564	14	103,701.65 ISK	277,474.05 ISK	990,000.00 ISK	220,000.00 ISK	234,804.10 ISK	253,850.00 ISK	1950	10	227,824.62 ISK
492	51418.74016	102,800.00 ISK	22,540.00 ISK	36,218.90 ISK	100,000.00 ISK	1969	9	102,683.58 ISK	184,937.33 ISK	195,000.00 ISK	184,800.00 ISK	5,050.66 ISK	184,950.00 ISK	292	4	184,800.00 ISK
493	119242.3804	151,300.00 ISK	52,020.00 ISK	35,930.42 ISK	121,900.00 ISK	1570	12	151,288.84 ISK	379,711.94 ISK	400,000.00 ISK	348,900.00 ISK	16,911.21 ISK	388,500.00 ISK	653	11	349,165.24 ISK
494	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	198	1	0.00 ISK	399,840.00 ISK	399,900.00 ISK	399,800.00 ISK	70.71 ISK	399,850.00 ISK	5	2	399,800.00 ISK
495	101127.2931	101,700.00 ISK	100,100.00 ISK	896.29 ISK	101,600.00 ISK	499	5	101,700.00 ISK	1,339,039.11 ISK	1,490,000.00 ISK	1,149,000.00 ISK	140,032.50 ISK	1,374,000.00 ISK	179	6	1,149,888.27 ISK
496	10274.28351	10,290.00 ISK	10,250.00 ISK	17.08 ISK	10,275.00 ISK	649	4	10,290.00 ISK	1,974,583.82 ISK	2,574,000.00 ISK	1,880,000.00 ISK	250,030.00 ISK	1,929,000.00 ISK	173	7	1,880,000.00 ISK
497	519504.0816	521,200.00 ISK	514,800.00 ISK	2,547.16 ISK	517,600.00 ISK	490	8	521,200.00 ISK	2,568,528.89 ISK	2,647,000.00 ISK	2,186,000.00 ISK	213,070.75 ISK	2,292,500.00 ISK	225	8	2,194,755.56 ISK
498	2322081.494	2,752,000.00 ISK	4,603.00 ISK	862,433.07 ISK	2,319,500.00 ISK	831	12	2,740,035.65 ISK	4,020,923.54 ISK	4,993,000.00 ISK	3,406,000.00 ISK	520,173.73 ISK	3,499,500.00 ISK	497	18	3,412,378.27 ISK
499	8106.026782	8,701.00 ISK	1,001.00 ISK	1,971.23 ISK	8,146.00 ISK	11687	14	8,700.04 ISK	22,043.90 ISK	28,950.00 ISK	18,490.00 ISK	3,862.27 ISK	21,270.00 ISK	3090	11	18,499.68 ISK
501	89745.36842	95,150.00 ISK	20,820.00 ISK	36,385.92 ISK	92,570.00 ISK	3388	5	95,150.00 ISK	148,109.86 ISK	200,800.00 ISK	136,100.00 ISK	22,473.44 ISK	138,200.00 ISK	3144	20	136,180.92 ISK
503	125502.3157	130,100.00 ISK	40,200.00 ISK	28,440.03 ISK	91,400.00 ISK	5277	9	130,100.00 ISK	222,257.13 ISK	250,000.00 ISK	211,900.00 ISK	14,155.40 ISK	218,750.00 ISK	4968	30	212,060.31 ISK
506	766092	802,300.00 ISK	750,700.00 ISK	23,858.67 ISK	800,500.00 ISK	150	6	802,300.00 ISK	5,799,000.00 ISK	7,499,000.00 ISK	3,960,000.00 ISK	1,376,121.36 ISK	5,500,000.00 ISK	61	7	3,960,000.00 ISK
508	1226482.759	1,228,000.00 ISK	1,222,000.00 ISK	3,214.55 ISK	1,227,000.00 ISK	33	4	1,228,000.00 ISK	5,957,333.33 ISK	10,130,000.00 ISK	5,288,000.00 ISK	1,380,680.36 ISK	5,369,000.00 ISK	57	12	5,288,000.00 ISK
509	8334869.565	8,347,000.00 ISK	8,211,000.00 ISK	56,993.86 ISK	8,332,000.00 ISK	36	8	8,347,000.00 ISK	26,359,384.62 ISK	30,000,000.00 ISK	23,710,000.00 ISK	2,376,722.18 ISK	24,615,000.00 ISK	65	12	23,716,923.08 ISK
518	7327272.727	7,939,000.00 ISK	5,708,000.00 ISK	1,286,339.90 ISK	7,933,000.00 ISK	19	5	7,939,000.00 ISK	26,973,333.33 ISK	65,000,000.00 ISK	22,000,000.00 ISK	18,490,592.20 ISK	24,000,000.00 ISK	15	5	22,000,000.00 ISK
519	749441.2601	838,995.14 ISK	75,040.07 ISK	277,223.97 ISK	749,466.61 ISK	3433	22	838,911.68 ISK	1,340,719.23 ISK	49,667,072.23 ISK	901,082.47 ISK	7,335,783.08 ISK	951,976.99 ISK	4181	45	901,229.42 ISK
520	33939.70156	46,630.00 ISK	7,801.00 ISK	20,778.82 ISK	28,025.00 ISK	4051	7	46,628.67 ISK	77,696.80 ISK	99,750.00 ISK	70,600.00 ISK	6,690.38 ISK	71,380.00 ISK	17115	31	70,645.71 ISK
521	7172718.75	8,997,000.00 ISK	3,902,000.00 ISK	2,142,261.82 ISK	6,105,500.00 ISK	45	11	8,997,000.00 ISK	17,670,400.00 ISK	36,640,000.00 ISK	13,500,000.00 ISK	9,635,358.76 ISK	28,685,000.00 ISK	50	14	13,674,000.00 ISK
522	15918043.48	17,510,000.00 ISK	13,590,000.00 ISK	1,313,689.82 ISK	15,520,000.00 ISK	51	9	17,510,000.00 ISK	31,632,941.18 ISK	35,000,000.00 ISK	23,000,000.00 ISK	3,393,777.97 ISK	27,985,000.00 ISK	34	10	24,642,941.18 ISK
523	2788.127294	12,170.00 ISK	2,777.00 ISK	3,832.80 ISK	2,783.00 ISK	1744	6	2,892.63 ISK	19,970.82 ISK	24,080.00 ISK	15,600.00 ISK	2,402.38 ISK	16,760.00 ISK	9224	21	15,645.97 ISK
524	12377.55049	12,750.00 ISK	1,000.00 ISK	4,664.14 ISK	12,455.00 ISK	2327	6	12,750.00 ISK	104,339.97 ISK	108,500.00 ISK	87,790.00 ISK	8,585.56 ISK	94,975.00 ISK	9655	16	87,796.37 ISK
526	25687.49615	26,960.00 ISK	18,100.00 ISK	3,785.71 ISK	26,420.00 ISK	1298	5	26,960.00 ISK	52,573.86 ISK	100,000,000.00 ISK	41,590.00 ISK	16,002,368.61 ISK	54,720.00 ISK	8028	39	41,590.00 ISK
527	666482.4131	694,900.00 ISK	265,800.00 ISK	138,697.14 ISK	683,400.00 ISK	1815	28	694,718.61 ISK	1,317,129.35 ISK	90,000,000.00 ISK	795,300.00 ISK	11,996,973.48 ISK	841,600.00 ISK	9346	59	797,340.23 ISK
529	7337.56509	18,839.22 ISK	787.40 ISK	9,862.58 ISK	9,762.77 ISK	1847	6	18,839.22 ISK	32,211.73 ISK	34,474.99 ISK	29,425.92 ISK	2,875.25 ISK	31,890.58 ISK	463	5	29,425.92 ISK
530	19624.72231	23,020.00 ISK	7,033.00 ISK	5,649.05 ISK	20,000.00 ISK	5079	14	23,016.27 ISK	153,249.75 ISK	159,900.00 ISK	129,900.00 ISK	21,213.20 ISK	144,900.00 ISK	609	2	129,900.00 ISK
533	39168.18062	41,060.00 ISK	11,250.00 ISK	9,574.24 ISK	39,640.00 ISK	3034	9	41,060.00 ISK	75,278.82 ISK	107,700.00 ISK	71,000.00 ISK	9,908.80 ISK	79,405.00 ISK	4372	14	71,000.00 ISK
561	237.1710153	972.32 ISK	102.68 ISK	357.83 ISK	104.09 ISK	10551	6	972.32 ISK	25,158.41 ISK	34,281.13 ISK	8,800.39 ISK	11,423.37 ISK	8,854.37 ISK	4119	12	8,802.53 ISK
562	8866.819895	9,700.00 ISK	1,777.00 ISK	4,546.51 ISK	5,691.00 ISK	1852	5	9,700.00 ISK	16,111.72 ISK	25,000.00 ISK	14,500.00 ISK	4,258.32 ISK	17,250.00 ISK	12789	15	14,548.60 ISK
563	9867.867781	10,070.00 ISK	8,777.00 ISK	560.67 ISK	9,643.50 ISK	12841	9	10,070.00 ISK	27,722.08 ISK	29,580.00 ISK	24,990.00 ISK	1,710.04 ISK	27,080.00 ISK	5878	6	25,332.00 ISK
564	15261.08423	17,000.00 ISK	1,495.00 ISK	5,137.78 ISK	14,510.00 ISK	14692	12	17,000.00 ISK	39,476.84 ISK	79,830.00 ISK	17,010.00 ISK	15,779.83 ISK	34,000.00 ISK	32840	11	33,138.59 ISK
565	4818.639116	7,052.00 ISK	1,004.00 ISK	2,375.99 ISK	3,127.00 ISK	9566	16	7,051.53 ISK	33,943.28 ISK	94,000.00 ISK	27,880.00 ISK	28,332.21 ISK	28,990.00 ISK	1079	8	27,880.00 ISK
566	19595.35565	20,010.00 ISK	10,100.00 ISK	7,007.43 ISK	15,055.00 ISK	1474	4	20,010.00 ISK	163,810.55 ISK	278,000.00 ISK	99,500.00 ISK	34,832.93 ISK	157,850.00 ISK	3288	24	148,666.67 ISK
567	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	53,649.42 ISK	56,570.00 ISK	39,970.00 ISK	6,638.57 ISK	47,860.00 ISK	1389	10	39,972.72 ISK
568	150749.7278	154,300.00 ISK	108,900.00 ISK	17,526.61 ISK	142,200.00 ISK	6652	16	154,300.00 ISK	418,362.44 ISK	899,900.00 ISK	323,900.00 ISK	143,902.23 ISK	329,400.00 ISK	1467	18	325,577.37 ISK
569	27018.77828	30,320.00 ISK	10,100.00 ISK	10,063.82 ISK	30,180.00 ISK	1805	8	30,320.00 ISK	262,350.77 ISK	300,000.00 ISK	234,500.00 ISK	23,911.52 ISK	282,000.00 ISK	3451	15	234,597.10 ISK
570	43508.99183	50,010.00 ISK	41,000.00 ISK	4,314.70 ISK	42,230.00 ISK	750	8	50,010.00 ISK	254,273.84 ISK	648,100.00 ISK	204,000.00 ISK	114,608.80 ISK	225,350.00 ISK	2596	18	208,214.18 ISK
571	613741.6667	613,800.00 ISK	613,700.00 ISK	70.71 ISK	613,750.00 ISK	36	2	613,800.00 ISK	1,117,398.06 ISK	1,119,000.00 ISK	1,114,000.00 ISK	2,380.48 ISK	1,116,500.00 ISK	103	4	1,114,000.00 ISK
572	50006.17521	50,010.00 ISK	50,000.00 ISK	7.07 ISK	50,005.00 ISK	468	2	50,010.00 ISK	259,178.90 ISK	260,500.00 ISK	249,900.00 ISK	6,034.00 ISK	255,150.00 ISK	218	4	249,900.00 ISK
573	1702192.771	1,714,000.00 ISK	1,654,000.00 ISK	29,359.84 ISK	1,712,000.00 ISK	112	5	1,714,000.00 ISK	3,012,086.32 ISK	3,896,000.00 ISK	2,400,000.00 ISK	618,363.91 ISK	2,593,500.00 ISK	614	8	2,548,039.09 ISK
574	2460418.773	2,500,000.00 ISK	2,330,000.00 ISK	73,362.12 ISK	2,338,000.00 ISK	302	6	2,500,000.00 ISK	3,478,380.50 ISK	4,500,000.00 ISK	3,146,000.00 ISK	613,293.95 ISK	3,154,000.00 ISK	318	11	3,146,000.00 ISK
575	781700	781,700.00 ISK	781,700.00 ISK	0.01 ISK	781,700.00 ISK	57	1	781,700.00 ISK	1,995,833.33 ISK	1,997,000.00 ISK	1,995,000.00 ISK	1,414.21 ISK	1,996,000.00 ISK	72	2	1,995,000.00 ISK
577	45664.02268	50,020.00 ISK	6,200.00 ISK	19,718.10 ISK	20,260.00 ISK	5469	6	50,020.00 ISK	72,402.76 ISK	74,830.00 ISK	71,850.00 ISK	1,439.92 ISK	71,960.00 ISK	1277	9	71,878.72 ISK
578	145966.3631	183,835.24 ISK	49,762.36 ISK	44,605.15 ISK	138,861.61 ISK	7142	21	183,835.24 ISK	261,469.63 ISK	237,801,977.48 ISK	194,539.71 ISK	54,493,054.93 ISK	214,133.76 ISK	8437	20	194,539.71 ISK
580	5510.964402	7,333.00 ISK	1,804.00 ISK	2,466.04 ISK	7,289.50 ISK	4102	11	7,331.82 ISK	63,965.23 ISK	79,990.00 ISK	56,260.00 ISK	8,693.06 ISK	64,900.00 ISK	1139	19	56,337.52 ISK
581	6789.96582	7,634.00 ISK	3,017.00 ISK	1,893.62 ISK	7,469.00 ISK	1122	11	7,633.02 ISK	55,722.22 ISK	80,500.00 ISK	30,360.00 ISK	20,168.23 ISK	30,610.00 ISK	801	11	30,369.75 ISK
582	110578.737	115,100.00 ISK	0.01 ISK	35,556.78 ISK	71,660.00 ISK	2515	16	115,054.01 ISK	609,993.46 ISK	2,000,000.00 ISK	180,000.00 ISK	307,236.42 ISK	441,750.00 ISK	1270	40	281,899.21 ISK
583	340585.8586	443,700.00 ISK	0.01 ISK	182,925.02 ISK	195,500.00 ISK	932	12	443,620.20 ISK	1,002,980.58 ISK	1,388,000.00 ISK	535,000.00 ISK	345,802.63 ISK	576,000.00 ISK	556	18	535,000.00 ISK
584	199108.6857	338,000.00 ISK	0.01 ISK	103,659.70 ISK	215,300.00 ISK	2030	15	329,485.71 ISK	711,411.82 ISK	183,000,000.00 ISK	470,000.00 ISK	33,851,599.22 ISK	629,000.00 ISK	1108	29	552,488.45 ISK
585	386323.0352	477,200.00 ISK	0.01 ISK	189,717.03 ISK	415,050.00 ISK	533	15	450,065.04 ISK	959,671.41 ISK	434,000,000.00 ISK	605,700.00 ISK	76,577,718.98 ISK	664,150.00 ISK	871	32	605,969.00 ISK
586	149659.7019	250,100.00 ISK	0.01 ISK	100,242.18 ISK	5,780.00 ISK	634	7	250,100.00 ISK	991,155.48 ISK	497,000,000.00 ISK	498,800.00 ISK	113,531,888.81 ISK	585,000.00 ISK	1123	19	498,912.73 ISK
587	250126.7352	335,148.53 ISK	47.44 ISK	122,653.43 ISK	270,456.96 ISK	1432	10	335,148.53 ISK	842,542.04 ISK	244,621,947.45 ISK	399,900.15 ISK	41,822,029.09 ISK	714,712.83 ISK	1294	35	407,399.69 ISK
588	1215.442986	1,607.73 ISK	1,000.83 ISK	289.75 ISK	1,553.24 ISK	1383	4	1,607.73 ISK	294,211.81 ISK	340,846.37 ISK	14,470.42 ISK	105,361.87 ISK	18,399.77 ISK	6040	16	16,527.20 ISK
589	422131.8362	441,400.00 ISK	0.01 ISK	137,470.46 ISK	420,500.00 ISK	996	23	441,266.05 ISK	1,262,944.49 ISK	1,793,000.00 ISK	737,100.00 ISK	434,294.12 ISK	774,700.00 ISK	735	28	737,374.83 ISK
590	228653.5783	309,699.77 ISK	713.93 ISK	104,878.56 ISK	137,398.72 ISK	775	19	309,698.50 ISK	835,811.60 ISK	1,497,494.20 ISK	550,895.59 ISK	233,506.95 ISK	556,582.37 ISK	431	19	550,902.55 ISK
591	302486.4629	351,000.00 ISK	0.01 ISK	108,275.99 ISK	243,300.00 ISK	787	19	351,000.00 ISK	942,824.57 ISK	1,437,000.00 ISK	489,000.00 ISK	283,562.01 ISK	614,800.00 ISK	1681	51	489,084.65 ISK
592	92187.33475	100,000.00 ISK	0.01 ISK	28,755.02 ISK	71,850.00 ISK	1894	10	100,000.00 ISK	380,701.01 ISK	1,182,000.00 ISK	135,100.00 ISK	241,888.23 ISK	153,900.00 ISK	2785	37	136,929.62 ISK
593	412241.5888	500,200.00 ISK	0.01 ISK	147,103.05 ISK	411,850.00 ISK	1228	24	500,200.00 ISK	1,066,802.40 ISK	449,000,000.00 ISK	512,700.00 ISK	64,021,305.79 ISK	615,100.00 ISK	1752	49	512,776.03 ISK
594	96438.84715	103,100.00 ISK	0.01 ISK	47,448.10 ISK	96,620.00 ISK	1562	10	102,747.67 ISK	461,961.59 ISK	200,000,000.00 ISK	145,500.00 ISK	36,152,080.26 ISK	173,300.00 ISK	2122	50	146,162.39 ISK
596	3355.830589	3,395.00 ISK	3,306.00 ISK	50.82 ISK	3,393.00 ISK	2308	3	3,395.00 ISK	1,187,746.45 ISK	1,700,000.00 ISK	41,990.00 ISK	684,321.49 ISK	286,000.00 ISK	279	16	41,999.28 ISK
597	474473.1861	502,900.00 ISK	0.01 ISK	177,018.84 ISK	489,550.00 ISK	691	16	502,815.77 ISK	850,702.55 ISK	1,298,000.00 ISK	598,700.00 ISK	228,012.26 ISK	649,000.00 ISK	1611	57	603,052.45 ISK
598	387385.1852	400,000.00 ISK	0.01 ISK	156,851.28 ISK	378,150.00 ISK	140	9	400,000.00 ISK	965,071.15 ISK	1,453,000.00 ISK	544,400.00 ISK	318,869.62 ISK	899,250.00 ISK	1220	34	544,470.49 ISK
599	122730.7858	125,000.00 ISK	0.01 ISK	52,118.23 ISK	107,900.00 ISK	1226	9	125,000.00 ISK	375,346.85 ISK	588,600.00 ISK	199,000.00 ISK	115,169.79 ISK	237,800.00 ISK	2367	49	222,528.90 ISK
601	891.949913	891.95 ISK	891.95 ISK	0.01 ISK	891.95 ISK	215	1	891.95 ISK	9,742.05 ISK	49,997,192.52 ISK	892.14 ISK	12,103,783.94 ISK	8,799.60 ISK	17809	18	3,961.42 ISK
602	395503.7994	414,300.00 ISK	0.01 ISK	136,140.97 ISK	397,100.00 ISK	1503	22	413,094.22 ISK	721,473.40 ISK	49,100,000.00 ISK	599,500.00 ISK	12,892,291.99 ISK	671,650.00 ISK	2564	14	599,806.40 ISK
603	40877.57895	110,000.00 ISK	0.01 ISK	40,386.87 ISK	38,160.00 ISK	1833	13	100,114.04 ISK	365,238.33 ISK	249,000,000.00 ISK	162,000.00 ISK	48,743,425.81 ISK	220,000.00 ISK	2006	47	164,932.90 ISK
605	512838.9334	560,800.00 ISK	0.01 ISK	161,050.79 ISK	471,550.00 ISK	4657	34	560,568.17 ISK	1,147,037.25 ISK	45,000,000.00 ISK	664,000.00 ISK	9,827,331.06 ISK	728,150.00 ISK	2846	54	664,158.61 ISK
606	247.2490989	255.00 ISK	202.00 ISK	29.51 ISK	251.00 ISK	10265	3	254.55 ISK	31,076.67 ISK	35,170.00 ISK	5,255.00 ISK	12,295.85 ISK	9,650.00 ISK	8813	16	9,460.81 ISK
607	487050	537,800.00 ISK	0.01 ISK	237,517.31 ISK	529,100.00 ISK	329	14	534,360.00 ISK	1,047,496.26 ISK	40,000,000.00 ISK	589,800.00 ISK	7,140,370.87 ISK	744,550.00 ISK	1898	60	596,955.74 ISK
608	264709.7151	304,399.55 ISK	71.31 ISK	126,374.19 ISK	253,393.05 ISK	505	14	304,399.55 ISK	629,895.99 ISK	463,586,958.82 ISK	547,618.00 ISK	75,102,667.07 ISK	622,451.25 ISK	2244	39	547,947.24 ISK
609	246800	246,800.00 ISK	0.01 ISK	174,513.95 ISK	123,400.01 ISK	224	3	246,800.00 ISK	529,168.81 ISK	1,475,000.00 ISK	247,000.00 ISK	258,060.65 ISK	344,450.00 ISK	779	36	249,465.98 ISK
615	3573400000	4,451,000,000.00 ISK	1,361,000.00 ISK	2,149,969,437.94 ISK	2,442,500,000.00 ISK	7	10	4,451,000,000.00 ISK	7,295,500,000.00 ISK	7,491,000,000.00 ISK	7,100,000,000.00 ISK	276,478,751.44 ISK	7,295,500,000.00 ISK	2	2	7,100,000,000.00 ISK
617	3384000000	3,510,000,000.00 ISK	1,428,000.00 ISK	1,852,834,811.74 ISK	8,599,000.00 ISK	5	8	3,510,000,000.00 ISK	6,209,285,714.29 ISK	7,388,000,000.00 ISK	5,320,000,000.00 ISK	932,415,986.26 ISK	6,000,000,000.00 ISK	7	7	5,320,000,000.00 ISK
620	8910919.54	9,037,000.00 ISK	0.01 ISK	2,942,382.94 ISK	9,002,000.00 ISK	289	23	9,037,000.00 ISK	12,481,543.48 ISK	338,000,000.00 ISK	9,349,000.00 ISK	53,004,267.44 ISK	10,065,000.00 ISK	506	38	9,349,249.01 ISK
621	10345515.81	11,339,863.48 ISK	4,488.06 ISK	4,429,763.45 ISK	10,404,840.87 ISK	374	20	11,339,863.48 ISK	13,800,631.40 ISK	88,934,641.64 ISK	12,250,127.99 ISK	20,061,404.14 ISK	13,229,291.81 ISK	1172	28	12,485,238.91 ISK
622	10469836.63	11,060,000.00 ISK	0.01 ISK	3,765,088.25 ISK	9,984,000.00 ISK	261	18	11,060,000.00 ISK	13,571,804.28 ISK	1,048,000,000.00 ISK	12,460,000.00 ISK	225,216,679.06 ISK	12,990,000.00 ISK	1308	21	12,460,000.00 ISK
623	10849579.65	11,110,000.00 ISK	0.01 ISK	4,159,998.13 ISK	10,970,000.00 ISK	229	14	11,110,000.00 ISK	13,755,823.35 ISK	337,000,000.00 ISK	12,250,000.00 ISK	64,603,642.40 ISK	13,300,000.00 ISK	668	25	12,262,035.93 ISK
624	10022680.56	11,260,000.00 ISK	0.01 ISK	3,345,011.49 ISK	9,629,000.00 ISK	133	26	11,260,000.00 ISK	13,493,135.22 ISK	29,870,000.00 ISK	12,510,000.00 ISK	5,272,648.04 ISK	13,460,000.00 ISK	673	23	12,510,000.00 ISK
